Model,Metric,Error
baseline,MAE,3036.9611850900337
baseline,MSE,12139220.09275347
TRTS,MAE,1554.5103723249533
TRTS,MSE,3199228.8684544247
TSTR,MAE,5193.677268829702
TSTR,MSE,30520632.226183206
combined,MAE,1920.5560526292013
combined,MSE,5108571.064298882
