Model,Metric,Error
baseline,MAE,3250.145702343906
baseline,MSE,15040424.973863956
TRTS,MAE,2337.3569940442894
TRTS,MSE,8129268.3755357545
TSTR,MAE,1623.3755993648037
TSTR,MSE,3455099.614375298
combined,MAE,1474.8229829951492
combined,MSE,2878561.6379836327
