Model,Metric,Error
TRTS,MAE,1768.7165096051367
TRTS,MSE,4934737.481582007
TSTR,MAE,1744.1186106711366
TSTR,MSE,3997647.290237673
combined,MAE,1921.5095429515964
combined,MSE,4957232.406374018
